tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_indec_id,titular_pais_nacimiento_indec_id
COMUNICACIÓN DE RECUPERO,2019-05-08,1997-04-02,2041,CAPITAL FEDERAL Nº 041,Ciudad Autónoma de Bs.As.,Nacional,1997.0,18.0,SEDAN 3 PTAS,37,RENAULT,BS,CLIO RN 3PTAS PACK AA.,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2013.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-21,2015-01-06,2041,CAPITAL FEDERAL Nº 041,Ciudad Autónoma de Bs.As.,Nacional,2015.0,12.0,SEDAN 4 PUERTAS,19,FORD,WZ,FOCUS 4P 1.6L N MT S,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1948.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-08,2014-02-12,2044,CAPITAL FEDERAL Nº 044,Ciudad Autónoma de Bs.As.,Importado,2014.0,5.0,SEDAN 5 PUERTAS,047,FORD,A40,FIESTA 1.6L SE PLUS,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2007.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-14,2009-03-04,2044,CAPITAL FEDERAL Nº 044,Ciudad Autónoma de Bs.As.,Protocolo 21,2009.0,2.0,SEDAN 4 PTAS,112,RENAULT,650,LOGAN 1.6 16V CONFORT,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1981.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-21,2014-02-10,2044,CAPITAL FEDERAL Nº 044,Ciudad Autónoma de Bs.As.,Protocolo 21,2014.0,2.0,SEDAN 4 PUERTAS,104,PEUGEOT,670,207 COMPACT ALLURE 1.4 N,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1928.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-03,2012-03-19,2046,CAPITAL FEDERAL Nº 046,Ciudad Autónoma de Bs.As.,Protocolo 21,2012.0,22.0,SEDAN 3 PTAS,047,FORD,817,KA PULSE 1.6L,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1981.0,ARGENTINA,100,2,ARG
COMUNICACIÓN DE RECUPERO,2019-05-06,2007-05-03,2051,CAPITAL FEDERAL Nº 051,Ciudad Autónoma de Bs.As.,Protocolo 21,2007.0,5.0,SEDAN 5 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-09,2007-09-21,2057,CAPITAL FEDERAL Nº 057,Ciudad Autónoma de Bs.As.,Importado,2008.0,10.0,TODO TERRENO,126,SUBARU,127,FORESTER AWD 2.0X,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1956.0,ARGENTINA,100,2,ARG
COMUNICACIÓN DE RECUPERO,2019-05-22,2009-06-08,2060,CAPITAL FEDERAL Nº 060,Ciudad Autónoma de Bs.As.,Importado,2009.0,2.0,SEDAN 4 PTAS,093,MITSUBISHI,493,LANCER GLS,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1963.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-29,2005-09-01,2060,CAPITAL FEDERAL Nº 060,Ciudad Autónoma de Bs.As.,Protocolo 21,2005.0,2.0,SEDAN 4 PTAS,130,TOYOTA,470,COROLLA 1.8 XE I,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1980.0,ARGENTINA,100,2,ARG
COMUNICACIÓN DE RECUPERO,2019-05-08,2013-01-04,2061,CAPITAL FEDERAL Nº 061,Ciudad Autónoma de Bs.As.,Nacional,2013.0,20.0,PICK-UP,53,VOLKSWAGEN,TL,AMAROK 2.0L TDI 180,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1977.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-15,2005-11-09,2061,CAPITAL FEDERAL Nº 061,Ciudad Autónoma de Bs.As.,Protocolo 21,2005.0,4.0,RURAL 5 PUERTAS,047,FORD,596,ECOSPORT 1.6 L 4X2 XLS,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1977.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-22,2017-10-17,2061,CAPITAL FEDERAL Nº 061,Ciudad Autónoma de Bs.As.,Protocolo 21,2017.0,5.0,SEDAN 5 PUERTAS,024,CHEVROLET,616,ONIX 1.4 N LT,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1977.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-16,2008-01-24,2062,CAPITAL FEDERAL Nº 062,Ciudad Autónoma de Bs.As.,Protocolo 21,2008.0,2.0,SEDAN 4 PTAS,047,FORD,764,FIESTA MAX1.6L AMBIENTE MP3,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2013.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-30,2001-10-11,2064,CAPITAL FEDERAL Nº 064,Ciudad Autónoma de Bs.As.,Nacional,2001.0,12.0,SEDAN 4 PTAS,34,PEUGEOT,51,PARPAD2PLN2,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1949.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-23,2011-09-27,2071,CAPITAL FEDERAL Nº 071,Ciudad Autónoma de Bs.As.,Nacional,2011.0,17.0,SEDAN 5 PTAS,19,FORD,VX,FOCUS TREND 1.6L NAFTA,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1949.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-22,2005-01-21,2075,CAPITAL FEDERAL Nº 075,Ciudad Autónoma de Bs.As.,Nacional,2005.0,17.0,SEDAN 5 PTAS,34,PEUGEOT,EJ,206 XT 1.6 5P ABS,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1982.0,ARGENTINA,100,2,ARG
COMUNICACIÓN DE RECUPERO,2019-05-31,2007-04-12,2075,CAPITAL FEDERAL Nº 075,Ciudad Autónoma de Bs.As.,Protocolo 21,2007.0,17.0,CHASIS C/CABINA,063,IVECO,119,DAILY 35.10,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1975.0,ARGENTINA,50,2,ARG
COMUNICACIÓN DE RECUPERO,2019-05-07,2010-08-03,2077,CAPITAL FEDERAL Nº 077,Ciudad Autónoma de Bs.As.,Importado,2010.0,4.0,RURAL 5 PTAS,130,TOYOTA,729,RAV4 4X2 A/T,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1965.0,ARGENTINA,100,2,ARG
COMUNICACIÓN DE RECUPERO,2019-05-23,1997-01-28,2078,CAPITAL FEDERAL Nº 078,Ciudad Autónoma de Bs.As.,Importado,1996.0,22.0,SEDAN 3 PUERTAS,112,RENAULT,004,TWINGO,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1965.0,ARGENTINA,100,2,ARG
COMUNICACIÓN DE RECUPERO,2019-05-30,2014-05-28,2078,CAPITAL FEDERAL Nº 078,Ciudad Autónoma de Bs.As.,Nacional,2014.0,12.0,SEDAN 4 PUERTAS,17,FIAT,AS,SIENA FIRE 4P 1.4MPI 8V HP BZ,2.0,Público,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1945.0,ARGENTINA,100,2,ARG
COMUNICACIÓN DE RECUPERO,2019-05-30,2007-12-18,2084,CAPITAL FEDERAL Nº 084,Ciudad Autónoma de Bs.As.,Protocolo 21,2007.0,5.0,SEDAN 5 PTAS,044,FIAT,645,PALIO ELX 1.4 8V,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1973.0,ARGENTINA,100,2,ARG
COMUNICACIÓN DE RECUPERO,2019-05-15,2009-05-21,2088,CAPITAL FEDERAL Nº 088,Ciudad Autónoma de Bs.As.,Nacional,2009.0,22.0,FURGON VIDRIADO C/ASIENTOS,37,RENAULT,VV,KANGOO CONFORT 1.6 CD SVT 1PL 600KG,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1971.0,BOLIVIA,100,2,BOL
COMUNICACIÓN DE RECUPERO,2019-05-24,2017-05-04,2088,CAPITAL FEDERAL Nº 088,Ciudad Autónoma de Bs.As.,Nacional,2017.0,22.0,FURGON,34,PEUGEOT,MW,PARTNER CONFORT 1.6 HDI 5 PLAZAS,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1992.0,ARGENTINA,100,2,ARG
COMUNICACIÓN DE RECUPERO,2019-05-14,2009-09-24,2092,CAPITAL FEDERAL Nº 092,Ciudad Autónoma de Bs.As.,Importado,2009.0,2.0,SEDAN 4 PUERTAS,024,CHEVROLET,482,AVEO LS 1.6N MT,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1974.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-14,2009-07-07,2093,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Protocolo 21,2009.0,5.0,SEDAN 5 PTAS,027,CITROEN,187,C3 1.4 I SX,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1993.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-14,2013-02-18,2093,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Nacional,2013.0,20.0,PICK-UP,19,FORD,WR,RANGER2 DC 4X2 XLT 3.2L D,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1993.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-10,2010-09-28,2093,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Nacional,2010.0,12.0,SEDAN 4 PTAS,07,CITROEN,55,C4 SEDAN 2.0I 16V SX,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1993.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-22,2012-01-09,2093,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Importado,2012.0,4.0,RURAL 5 PTAS,104,PEUGEOT,614,3008 PREMIUM PLUS 156 CV,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1993.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-24,1992-06-15,2093,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Protocolo 21,1992.0,1.0,SEDAN 2 PUERTAS,136,VOLKSWAGEN,022,GOL GL,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1993.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-24,2007-10-10,2093,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Nacional,2007.0,17.0,SEDAN 5 PTAS,37,RENAULT,SA,CLIO PACK 1.2 DA AA,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1993.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-31,2011-11-01,2093,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Protocolo 21,2011.0,4.0,RURAL 5 PTAS,G89,CHERY,001,TIGGO 2.0 COMFORT,1.0,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1993.0,No aplica,100,2,
COMUNICACIÓN DE RECUPERO,2019-05-03,2006-09-27,2101,CAPITAL FEDERAL Nº 101,Ciudad Autónoma de Bs.As.,Protocolo 21,2006.0,2.0,SEDAN 4 PTAS,055,HONDA,B31,CIVIC EXS,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1962.0,ARGENTINA,100,2,ARG
COMUNICACIÓN DE RECUPERO,2019-05-31,2016-01-27,2102,CAPITAL FEDERAL Nº 102,Ciudad Autónoma de Bs.As.,Protocolo 21,2016.0,5.0,SEDAN 5 PUERTAS,047,FORD,A41,FIESTA 1.6L S,1.0,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1988.0,ARGENTINA,100,2,ARG
COMUNICACIÓN DE RECUPERO,2019-05-15,2017-02-02,4004,CANALS,Córdoba,Protocolo 21,2017.0,5.0,SEDAN 5 PUERTAS,024,CHEVROLET,617,ONIX 1.4 N LTZ,1.0,Privado,Física,VIAMONTE,CORDOBA,Femenino,1981.0,ARGENTINA,100,14,ARG
COMUNICACIÓN DE RECUPERO,2019-05-03,2018-01-23,4012,DEAN FUNES,Córdoba,Importado,2018.0,5.0,SEDAN 5 PUERTAS,102,NISSAN,711,MARCH SENSE PURE DRIVE F2,1.0,Privado,Física,SAN JOSE DE LA DORMIDA,CORDOBA,Femenino,1989.0,ARGENTINA,100,14,ARG
COMUNICACIÓN DE RECUPERO,2019-05-30,2007-08-03,4040,CORDOBA Nº 08,Córdoba,Protocolo 21,2007.0,4.0,RURAL 5 PTAS,047,FORD,731,ECOSPORT 2.0L 4X2 XLT MP3,1.0,Privado,Física,CORDOBA,CORDOBA,Masculino,1953.0,ARGENTINA,100,14,ARG
COMUNICACIÓN DE RECUPERO,2019-05-08,2007-09-25,4055,CORDOBA Nº 14,Córdoba,Nacional,2007.0,18.0,SEDAN 3 PTAS,08,CHEVROLET,AM,CORSA CLASSIC 3 PTAS BASE 1.6N,1.0,Privado,Física,CORDOBA,CORDOBA,Femenino,1948.0,ARGENTINA,100,14,ARG
COMUNICACIÓN DE RECUPERO,2019-05-27,2015-05-28,4055,CORDOBA Nº 14,Córdoba,Nacional,2015.0,12.0,SEDAN 4 PUERTAS,37,RENAULT,1H,FLUENCE PH2 2.0 LUXE,1.0,Privado,Física,CORDOBA,CORDOBA,Femenino,1983.0,ARGENTINA,100,14,ARG
COMUNICACIÓN DE RECUPERO,2019-05-02,1999-07-08,4060,CORDOBA Nº 17,Córdoba,Protocolo 21,1999.0,22.0,SEDAN 3 PUERTAS,136,VOLKSWAGEN,203,GOL PLUS 1.6 MI,1.0,Privado,Física,CORDOBA,CORDOBA,No identificado,1982.0,ARGENTINA,100,14,ARG
COMUNICACIÓN DE RECUPERO,2019-05-16,2008-08-08,4061,CORDOBA Nº 18,Córdoba,Protocolo 21,2008.0,5.0,SEDAN 5 PTAS,047,FORD,722,FIESTA AMBIENTE MP3,1.0,Privado,Física,CORDOBA,CORDOBA,Masculino,1953.0,CHILE,100,14,CHL
COMUNICACIÓN DE RECUPERO,2019-05-23,2010-03-22,4061,CORDOBA Nº 18,Córdoba,Nacional,2010.0,17.0,SEDAN 5 PTAS,34,PEUGEOT,JL,207 COMPACT XR 1.4 5P,1.0,Privado,Jurídica,CORDOBA,CORDOBA,No aplica,2000.0,No aplica,100,14,
COMUNICACIÓN DE RECUPERO,2019-05-30,2017-10-24,4061,CORDOBA Nº 18,Córdoba,Protocolo 21,2017.0,5.0,SEDAN 5 PUERTAS,104,PEUGEOT,778,208 ALLURE 1.6,1.0,Privado,Jurídica,CORDOBA,CORDOBA,No aplica,1948.0,No aplica,100,14,
COMUNICACIÓN DE RECUPERO,2019-05-27,2011-03-02,4062,CORDOBA Nº 19,Córdoba,Protocolo 21,2011.0,5.0,SEDAN 5 PTAS,044,FIAT,729,PUNTO ATTRACTIVE 1.4 8V,1.0,Privado,Física,CORDOBA,CORDOBA,Femenino,1976.0,ARGENTINA,100,14,ARG
COMUNICACIÓN DE RECUPERO,2019-05-08,2013-04-22,4063,CORDOBA Nº 20,Córdoba,Protocolo 21,,22.0,SEDAN 3 PUERTAS,047,FORD,816,KA FLY VIRAL 1.6L,1.0,Privado,Física,CAPITAL,CORDOBA,No identificado,1990.0,ARGENTINA,100,14,ARG
COMUNICACIÓN DE RECUPERO,2019-05-06,2010-04-27,4075,CORDOBA Nº 22,Córdoba,Nacional,2010.0,17.0,SEDAN 5 PTAS,53,VOLKSWAGEN,LX,SURAN 90B,1.0,Privado,Jurídica,CAPITAL,CORDOBA,No aplica,1966.0,No aplica,100,14,
COMUNICACIÓN DE RECUPERO,2019-05-06,2008-04-21,7002,ESQUEL N° 1,Chubut,Protocolo 21,2008.0,22.0,SEDAN 3 PTAS,047,FORD,813,KA FLY 1.0L,1.0,Privado,Física,GOBERNADOR COSTA,CHUBUT,Femenino,1982.0,ARGENTINA,100,26,ARG
COMUNICACIÓN DE RECUPERO,2019-05-29,2012-01-12,8022,CONCEPCION DEL URUGUAY Nº 2,Entre Ríos,Protocolo 21,2012.0,4.0,RURAL 5 PTAS,047,FORD,597,ECOSPORT 1.6 L 4X2 XL PLUS,1.0,Privado,Física,VILLA TRANSQUILA,ENTRE RIOS,Masculino,1966.0,ARGENTINA,100,30,ARG
COMUNICACIÓN DE RECUPERO,2019-05-24,2016-04-04,10007,PERICO,Jujuy,Protocolo 21,2016.0,5.0,SEDAN 5 PUERTAS,024,CHEVROLET,668,SPIN ACTIV 1.8N M/T,1.0,Privado,Física,PERICO,JUJUY,Masculino,1972.0,ARGENTINA,100,38,ARG
COMUNICACIÓN DE RECUPERO,2019-05-21,2007-09-27,13001,MENDOZA Nº 01,Mendoza,Importado,2007.0,22.0,SEDAN 3 PTAS,011,AUDI,096,A3 2.0 FSI,1.0,Privado,Física,LAS HERAS,MENDOZA,Masculino,1988.0,ARGENTINA,100,50,ARG
COMUNICACIÓN DE RECUPERO,2019-05-21,2013-11-26,13019,TUPUNGATO,Mendoza,Nacional,2013.0,20.0,PICK-UP,68,TOYOTA,82,HILUX 4X4 C/D SRV 3.0 TDI 5AT CUERO-A4,1.0,Privado,Física,TUPUNGATO,MENDOZA,No identificado,1982.0,ARGENTINA,100,50,ARG
COMUNICACIÓN DE RECUPERO,2019-05-14,2015-01-21,13030,MENDOZA Nº 18,Mendoza,Protocolo 21,2015.0,5.0,SEDAN 5 PUERTAS,104,PEUGEOT,709,208 ALLURE 1.5 N TOUCHSCREEN,1.0,Privado,Física,EL SAUCE,MENDOZA,Femenino,1984.0,ARGENTINA,100,50,ARG
COMUNICACIÓN DE RECUPERO,2019-05-22,1999-10-19,15001,NEUQUEN Nº 1,Neuquén,Protocolo 21,1999.0,10.0,TODO TERRENO,024,CHEVROLET,270,BLAZER DLX TURBO DIESEL (4X4),1.0,Privado,Física,NEUQUEN,NEUQUEN,Femenino,1951.0,ARGENTINA,100,58,ARG
COMUNICACIÓN DE RECUPERO,2019-05-27,1994-02-07,15011,NEUQUEN Nº 5,Neuquén,Nacional,1994.0,12.0,SEDAN 4 PTAS,37,RENAULT,80,RENAULT 9 GTL,1.0,Privado,Física,NEUQUEN,NEUQUEN,Masculino,1978.0,ARGENTINA,100,58,ARG
COMUNICACIÓN DE RECUPERO,2019-05-31,2017-06-01,16009,VILLA REGINA,Río Negro,Protocolo 21,2017.0,4.0,RURAL 5 PUERTAS,047,FORD,992,ECOSPORT FREESTYLE 1.6L MT N,1.0,Privado,Física,VILLA REGINA,RIO NEGRO,Masculino,1943.0,ARGENTINA,100,62,ARG
COMUNICACIÓN DE RECUPERO,2019-05-15,2017-05-18,17007,SALTA Nº 3,Salta,Protocolo 21,2017.0,2.0,SEDAN 4 PUERTAS,024,CHEVROLET,704,PRISMA JOY 4P 1.4 N LS MT +,1.0,Privado,Jurídica,CORONEL MOLDES,SALTA,No aplica,2010.0,No aplica,100,66,
COMUNICACIÓN DE RECUPERO,2019-05-03,2016-04-29,21034,SUNCHALES,Santa Fe,Nacional,2016.0,17.0,SEDAN 5 PUERTAS,19,FORD,XC,FOCUS 5P 2.0L N MT SE,1.0,Privado,Jurídica,SUNCHALES,SANTA FE,No aplica,1946.0,No aplica,100,82,
COMUNICACIÓN DE RECUPERO,2019-05-09,2012-06-13,21034,SUNCHALES,Santa Fe,Nacional,2012.0,20.0,PICK-UP,68,TOYOTA,51,HILUX 4X4 CABINA DOBLE DX PACK 2.5 TDI,1.0,Privado,Jurídica,SUNCHALES,SANTA FE,No aplica,1946.0,No aplica,100,82,
COMUNICACIÓN DE RECUPERO,2019-05-20,2017-11-03,21034,SUNCHALES,Santa Fe,Nacional,2017.0,17.0,SEDAN 5 PUERTAS,80,HONDA,12,HR-V EX CVT,1.0,Privado,Jurídica,SUNCHALES,SANTA FE,No aplica,1946.0,No aplica,100,82,
COMUNICACIÓN DE RECUPERO,2019-05-30,2009-01-05,21034,SUNCHALES,Santa Fe,Nacional,2009.0,17.0,SEDAN 5 PTAS,34,PEUGEOT,JK,207 COMPACT XS 1.4 5P,1.0,Privado,Jurídica,SUNCHALES,SANTA FE,No aplica,1946.0,No aplica,100,82,
COMUNICACIÓN DE RECUPERO,2019-05-27,2015-03-20,21043,ROSARIO Nº 08,Santa Fe,Nacional,2015.0,22.0,FURGON,07,CITROEN,BU,BERLINGO FURGON 1.6 HDI BUSINESS AM54,1.0,Privado,Jurídica,ROSARIO,SANTA FE,No aplica,1982.0,No aplica,100,82,
COMUNICACIÓN DE RECUPERO,2019-05-06,2016-03-01,21046,VENADO TUERTO Nº 2,Santa Fe,Importado,2016.0,2.0,SEDAN 4 PUERTAS,136,VOLKSWAGEN,365,VOLKSWAGEN VENTO 2.5,1.0,Privado,Jurídica,VENADO TUERTO,SANTA FE,No aplica,2014.0,No aplica,100,82,
COMUNICACIÓN DE RECUPERO,2019-05-27,2011-08-24,21050,ROSARIO Nº 12,Santa Fe,Nacional,2011.0,17.0,SEDAN 5 PTAS,07,CITROEN,75,BERLINGO MULTISPACE 1.6 HDI SX PACK AM5,1.0,Privado,Física,ROSARIO,SANTA FE,Femenino,1940.0,ARGENTINA,100,82,ARG
COMUNICACIÓN DE RECUPERO,2019-05-13,2014-09-15,23006,TUCUMAN Nº 5,Tucumán,Importado,2014.0,2.0,SEDAN 4 PUERTAS,136,VOLKSWAGEN,285,BORA 2.0,1.0,Privado,Física,BURRUYACU,TUCUMAN,Masculino,1986.0,ARGENTINA,100,90,ARG
COMUNICACIÓN DE RECUPERO,2019-06-26,1994-11-17,1163,MAR DEL PLATA Nº 05,Buenos Aires,Nacional,1994.0,,FURGON LARGO,37,RENAULT,86,RENAULT TRAFIC,1.0,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1949.0,ARGENTINA,100,6,ARG
COMUNICACIÓN DE RECUPERO,2019-06-18,2000-07-20,1218,MORON Nº 04 (EX. MORON Nº 9),Buenos Aires,Nacional,2000.0,,CAMION TRACTOR,67,IVECO,07,450E37T,1.0,Privado,Física,CASTELAR,BUENOS AIRES,Masculino,1958.0,ARGENTINA,100,6,ARG
COMUNICACIÓN DE RECUPERO,2019-06-21,1996-07-16,1004,AVELLANEDA Nº 1,Buenos Aires,Nacional,1996.0,18.0,SEDAN 3 PTAS,53,VOLKSWAGEN,11,GOL CLI,1.0,Privado,Física,SARANDI,BUENOS AIRES,Femenino,1988.0,ARGENTINA,100,6,ARG
COMUNICACIÓN DE RECUPERO,2019-06-28,1998-02-13,1011,BARADERO,Buenos Aires,Nacional,1998.0,20.0,PICK-UP,68,TOYOTA,04,HILUX 4X2 CABINA DOBLE DLX,1.0,Privado,Física,BARADERO,BUENOS AIRES,No identificado,1972.0,ARGENTINA,100,6,ARG
COMUNICACIÓN DE RECUPERO,2019-06-05,2011-11-29,1029,ESTEBAN ECHEVERRIA Nº 1,Buenos Aires,Protocolo 21,2011.0,4.0,RURAL 5 PTAS,112,RENAULT,834,DUSTER DYNAMIQUE 1.6 4X2,1.0,Privado,Física,LUIS GUILLON,BUENOS AIRES,Masculino,1968.0,ARGENTINA,100,6,ARG
COMUNICACIÓN DE RECUPERO,2019-06-03,2013-09-19,1043,LA PLATA Nº 01,Buenos Aires,Nacional,2013.0,17.0,SEDAN 5 PUERTAS,53,VOLKSWAGEN,VH,SURAN 1.6L 5P 814,1.0,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,2000.0,No aplica,100,6,
COMUNICACIÓN DE RECUPERO,2019-06-03,2012-06-04,1043,LA PLATA Nº 01,Buenos Aires,Nacional,2012.0,20.0,PICK-UP,53,VOLKSWAGEN,RT,AMAROK 2.0L TDI 122 CV 093,1.0,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,2000.0,No aplica,100,6,
COMUNICACIÓN DE RECUPERO,2019-06-03,2013-04-17,1043,LA PLATA Nº 01,Buenos Aires,Nacional,2013.0,20.0,PICK-UP,19,FORD,WV,RANGER2 DC 4X4 XLT 3.2L D,1.0,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,2000.0,No aplica,100,6,
COMUNICACIÓN DE RECUPERO,2019-06-05,2012-10-25,1043,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2012.0,5.0,SEDAN 5 PUERTAS,136,VOLKSWAGEN,348,FOX 1.6,1.0,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,2000.0,No aplica,100,6,
COMUNICACIÓN DE RECUPERO,2019-06-05,2010-11-09,1043,LA PLATA Nº 01,Buenos Aires,Importado,2010.0,2.0,SEDAN 4 PUERTAS,136,VOLKSWAGEN,335,BORA 1.8T,1.0,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,2000.0,No aplica,100,6,
COMUNICACIÓN DE RECUPERO,2019-06-03,2012-03-05,1043,LA PLATA Nº 01,Buenos Aires,Nacional,2012.0,17.0,SEDAN 5 PTAS,19,FORD,UY,"FOCUS GHIA 2,0L NAFTA",1.0,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,2000.0,No aplica,100,6,
COMUNICACIÓN DE RECUPERO,2019-06-12,2018-02-28,1043,LA PLATA Nº 01,Buenos Aires,Nacional,2018.0,17.0,SEDAN 5 PUERTAS,80,HONDA,12,HR-V EX CVT,1.0,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,2000.0,No aplica,100,6,
COMUNICACIÓN DE RECUPERO,2019-06-12,2000-08-25,1043,LA PLATA Nº 01,Buenos Aires,Nacional,2000.0,17.0,SEDAN 5 PUERTAS,19,FORD,JC,ESCORT LX 1.8 5P N,1.0,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,2000.0,No aplica,100,6,
