tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_descripcion,automotor_marca_descripcion,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,unico_duenio
COMUNICACIÓN DE RECUPERO,2019-06-05,2012-10-25,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2012.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-05,2010-11-09,LA PLATA Nº 01,Buenos Aires,Importado,2010.0,SEDAN 4 PUERTAS,VOLKSWAGEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-03,2012-03-05,LA PLATA Nº 01,Buenos Aires,Nacional,2012.0,SEDAN 5 PTAS,FORD,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-12,2018-02-28,LA PLATA Nº 01,Buenos Aires,Nacional,2018.0,SEDAN 5 PUERTAS,HONDA,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-12,2000-08-25,LA PLATA Nº 01,Buenos Aires,Nacional,2000.0,SEDAN 5 PUERTAS,FORD,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-12,2001-03-16,LA PLATA Nº 01,Buenos Aires,Importado,2001.0,SEDAN 5 PTAS,HYUNDAI,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-26,2008-05-26,LANUS Nº 1,Buenos Aires,Protocolo 21,2008.0,SEDAN 3 PTAS,SUZUKI,Privado,Física,LANUS,BUENOS AIRES,Masculino,1990.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-13,1973-01-22,SAN NICOLAS Nº 1,Buenos Aires,Nacional,1974.0,SEDAN 4 PTAS,CITROEN,Privado,Física,SAN NICOLAS,BUENOS AIRES,No identificado,1970.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-12,2018-04-12,LA MATANZA Nº 02,Buenos Aires,Protocolo 21,2018.0,SEDAN 4 PUERTAS,HONDA,Privado,Física,LA MATANZA,BUENOS AIRES,Masculino,1978.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-19,2018-12-27,QUILMES Nº 2,Buenos Aires,Nacional,2018.0,SEDAN 5 PUERTAS,FORD,Privado,Física,BERNAL,BUENOS AIRES,Masculino,1958.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-04,1992-08-10,LANUS Nº 9,Buenos Aires,Nacional,1992.0,FURGON,RENAULT,Privado,Física,MONTE CHINGOLO,BUENOS AIRES,Masculino,1960.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-26,1997-01-31,AVELLANEDA Nº 3,Buenos Aires,Nacional,1997.0,SEDAN 4 PTAS,VOLKSWAGEN,Privado,Física,AVELLANEDA,BUENOS AIRES,Masculino,1993.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-26,2015-06-29,LA MATANZA Nº 05,Buenos Aires,Importado,2015.0,RURAL 5 PUERTAS,CHEVROLET,Privado,Física,ISIDRO CASANOVA,BUENOS AIRES,Femenino,1960.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-24,2007-01-23,HURLINGHAM Nº 1 (EX. MORON Nº 4),Buenos Aires,Nacional,2007.0,SEDAN 4 PUERTAS,PEUGEOT,Privado,Física,HURLINGHAM,BUENOS AIRES,Masculino,1971.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-21,2017-10-11,MORON Nº 05,Buenos Aires,Protocolo 21,2017.0,SEDAN 4 PUERTAS,CHEVROLET,Privado,Jurídica,HAEDO,BUENOS AIRES,No identificado,,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-04,2004-06-15,TRES ARROYOS Nº 2,Buenos Aires,Protocolo 21,2004.0,PICK UP,CHEVROLET,Privado,Física,PIGUE,BUENOS AIRES,Masculino,1990.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-21,1997-09-04,OLIVOS Nº 05,Buenos Aires,Nacional,1997.0,SEDAN 2 PTAS,FIAT,Privado,Física,MUNRO,BUENOS AIRES,Masculino,1991.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-21,1996-08-16,ESCOBAR Nº 1,Buenos Aires,Importado,1996.0,RURAL 5 PTAS,VOLKWAGEN,Privado,Física,ESCOBAR,BUENOS AIRES,No identificado,1984.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-26,2005-10-31,ESCOBAR Nº 1,Buenos Aires,Protocolo 21,2005.0,SEDAN 3 PTAS,RENAULT,Privado,Física,GARIN,BUENOS AIRES,No identificado,1992.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-07,2011-03-17,LA MATANZA Nº 08,Buenos Aires,Nacional,2011.0,PICK-UP,VOLKSWAGEN,Privado,Física,LOMAS DEL MIRADOR,BUENOS AIRES,Masculino,1992.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-06,2010-03-03,LA PLATA Nº 07,Buenos Aires,Protocolo 21,2010.0,SEDAN 5 PUERTAS,HONDA,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-06,1996-09-10,MAR DEL PLATA Nº 09,Buenos Aires,Importado,1996.0,SEDAN 4 PTAS,CHRYSLER,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1948.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-18,2012-01-30,MORON Nº 04 (EX. MORON Nº 9),Buenos Aires,Nacional,2012.0,SEMIRREMOLQUE,PINCEN,Privado,Física,CASTELAR,BUENOS AIRES,Masculino,1958.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-25,2012-08-15,MORON Nº 04 (EX. MORON Nº 9),Buenos Aires,Protocolo 21,2012.0,SEDAN 4 PTAS,PEUGEOT,Privado,Física,CASTELAR,BUENOS AIRES,Masculino,1965.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-07,2014-03-05,AVELLANEDA Nº 6,Buenos Aires,Protocolo 21,2014.0,SEDAN 3 PUERTAS,VOLKSWAGEN,Privado,Física,WILDE,BUENOS AIRES,Masculino,1990.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-28,2017-06-30,LA MATANZA Nº 09,Buenos Aires,Protocolo 21,2017.0,SEDAN 4 PUERTAS,CHEVROLET,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,Femenino,1993.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-03,2014-09-09,TIGRE Nº 4,Buenos Aires,Protocolo 21,2014.0,CHASIS C/CABINA,MERCEDES BENZ,Privado,Física,GRAL.PACHECO,BUENOS AIRES,Masculino,1954.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-03,2014-10-22,QUILMES Nº 8,Buenos Aires,Nacional,2014.0,SEDAN 5 PUERTAS,FORD,Privado,Física,QUILMES OESTE,BUENOS AIRES,Masculino,1985.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-10,2013-07-30,LA PLATA Nº 11,Buenos Aires,Protocolo 21,2013.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1989.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-21,2013-11-26,LOMAS DE ZAMORA Nº 8,Buenos Aires,Nacional,2013.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Física,TEMPERLEY,BUENOS AIRES,No identificado,1969.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-19,1997-06-26,SAN MARTIN Nº 8,Buenos Aires,Nacional,1997.0,SEDAN 3 PTAS,VOLKSWAGEN,Privado,Física,LOMA HERMOSA,BUENOS AIRES,Masculino,1947.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-21,2017-08-09,OLIVOS Nº 10,Buenos Aires,Protocolo 21,2017.0,SEDAN 5 PUERTAS,RENAULT,Privado,Física,OLIVOS,BUENOS AIRES,Masculino,1961.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-05,2017-01-20,BERISSO Nº 2,Buenos Aires,Nacional,2017.0,SEDAN 5 PUERTAS,RENAULT,Privado,Jurídica,BERISSO,BUENOS AIRES,No identificado,1978.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-25,2012-11-13,LA MATANZA Nº 13,Buenos Aires,Importado,2012.0,SEDAN 4 PUERTAS,BMW,Privado,Física,VILLA LUZURIAGA,BUENOS AIRES,Masculino,1966.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-03,2014-01-23,MAR DEL PLATA N° 13,Buenos Aires,Protocolo 21,2014.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Femenino,1952.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-24,2012-05-07,SAN MARTIN Nº 9,Buenos Aires,Protocolo 21,2012.0,SEDAN 4 PTAS,TOYOTA,Privado,Física,SAN MARTIN,BUENOS AIRES,Masculino,1943.0,ARGENTINA,0
COMUNICACIÓN DE RECUPERO,2019-06-06,2013-03-13,CAPITAL FEDERAL Nº 006,Ciudad Autónoma de Bs.As.,Protocolo 21,2013.0,SEDAN 5 PUERTAS,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1923.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-19,2015-09-29,CAPITAL FEDERAL Nº 011,Ciudad Autónoma de Bs.As.,Nacional,2015.0,SEDAN 5 PUERTAS,FIAT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1974.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-25,2010-09-07,CAPITAL FEDERAL Nº 014,Ciudad Autónoma de Bs.As.,Protocolo 21,2010.0,SEDAN 5 PTAS,HONDA,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1969.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-05,2011-02-07,CAPITAL FEDERAL Nº 015,Ciudad Autónoma de Bs.As.,Nacional,2011.0,SEDAN 5 PTAS,FIAT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1977.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-26,2015-06-09,CAPITAL FEDERAL Nº 015,Ciudad Autónoma de Bs.As.,Nacional,2015.0,FURGON,CITROEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1998.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-18,2013-07-16,CAPITAL FEDERAL Nº 018,Ciudad Autónoma de Bs.As.,Nacional,2013.0,FURGON,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-04,2013-01-02,CAPITAL FEDERAL Nº 021,Ciudad Autónoma de Bs.As.,Importado,2013.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1995.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-04,2012-07-02,CAPITAL FEDERAL Nº 021,Ciudad Autónoma de Bs.As.,Nacional,2012.0,SEDAN 4 PUERTAS,HONDA,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1995.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-24,2011-01-11,CAPITAL FEDERAL Nº 021,Ciudad Autónoma de Bs.As.,Protocolo 21,2011.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1931.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-18,2017-10-18,CAPITAL FEDERAL Nº 028,Ciudad Autónoma de Bs.As.,Importado,2017.0,RURAL 5 PUERTAS,AUDI,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1972.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-03,2004-03-11,CAPITAL FEDERAL Nº 031,Ciudad Autónoma de Bs.As.,Protocolo 21,2004.0,SEDAN 3 PTAS,VOLKSWAGEN,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1992.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-25,2011-03-23,CAPITAL FEDERAL Nº 042,Ciudad Autónoma de Bs.As.,Protocolo 21,2011.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1999.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-13,2013-09-03,CAPITAL FEDERAL Nº 045,Ciudad Autónoma de Bs.As.,Protocolo 21,2013.0,SEDAN 5 PUERTAS,HONDA,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1947.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-26,1998-06-05,CAPITAL FEDERAL Nº 046,Ciudad Autónoma de Bs.As.,Nacional,1998.0,SEDAN 5 PUERTAS,FIAT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1997.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-10,2007-08-08,CAPITAL FEDERAL Nº 047,Ciudad Autónoma de Bs.As.,Importado,2007.0,SEDAN 4 PTAS,BMW,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1951.0,ARGENTINA,0
COMUNICACIÓN DE RECUPERO,2019-06-13,2012-02-03,CAPITAL FEDERAL Nº 049,Ciudad Autónoma de Bs.As.,Nacional,2012.0,SEDAN 4 PTAS,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1955.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-04,2007-10-23,CAPITAL FEDERAL Nº 061,Ciudad Autónoma de Bs.As.,Nacional,2007.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1977.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-05,2013-01-02,CAPITAL FEDERAL Nº 061,Ciudad Autónoma de Bs.As.,Nacional,2013.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-05,2010-11-18,CAPITAL FEDERAL Nº 062,Ciudad Autónoma de Bs.As.,Protocolo 21,2010.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2013.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-10,2011-11-03,CAPITAL FEDERAL Nº 065,Ciudad Autónoma de Bs.As.,Protocolo 21,2011.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1967.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-05,2008-04-10,CAPITAL FEDERAL Nº 066,Ciudad Autónoma de Bs.As.,Importado,2008.0,SEDAN 4 PTAS,BMW,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1995.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-13,2013-08-06,CAPITAL FEDERAL Nº 068,Ciudad Autónoma de Bs.As.,Nacional,2013.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1979.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-28,1999-01-29,CAPITAL FEDERAL Nº 068,Ciudad Autónoma de Bs.As.,Importado,1999.0,SEDAN 4 PUERTAS,CHRYSLER,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1998.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-13,2013-09-12,CAPITAL FEDERAL Nº 069,Ciudad Autónoma de Bs.As.,Protocolo 21,2013.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-04,1998-02-03,CAPITAL FEDERAL Nº 071,Ciudad Autónoma de Bs.As.,Importado,1998.0,SEDAN 3 PUERTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1949.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-04,2013-01-22,CAPITAL FEDERAL Nº 071,Ciudad Autónoma de Bs.As.,Protocolo 21,2013.0,RURAL 5 PTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1949.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-04,2016-06-28,CAPITAL FEDERAL Nº 071,Ciudad Autónoma de Bs.As.,Importado,2016.0,RURAL 5 PUERTAS,CHEVROLET,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1949.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-07,2017-07-17,CAPITAL FEDERAL Nº 085,Ciudad Autónoma de Bs.As.,Protocolo 21,2017.0,SEDAN 5 PUERTAS,TOYOTA,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-07,2015-03-17,CAPITAL FEDERAL Nº 092,Ciudad Autónoma de Bs.As.,Nacional,2015.0,SEDAN 4 PUERTAS,RENAULT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1963.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-24,2016-12-13,CAPITAL FEDERAL Nº 092,Ciudad Autónoma de Bs.As.,Protocolo 21,2016.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1988.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-10,2012-08-28,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Protocolo 21,2012.0,SEDAN 4 PTAS,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-26,1999-09-17,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Nacional,1999.0,SEDAN 3 PUERTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-04,2001-01-10,CAPITAL FEDERAL Nº 096,Ciudad Autónoma de Bs.As.,Nacional,2001.0,SEDAN 3 PTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-04,2007-03-07,CAPITAL FEDERAL Nº 096,Ciudad Autónoma de Bs.As.,Protocolo 21,2007.0,SEDAN 5 PTAS,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-21,2016-06-09,CAPITAL FEDERAL Nº 097,Ciudad Autónoma de Bs.As.,Nacional,2016.0,SEDAN 5 PUERTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1949.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-25,2007-08-17,CAPITAL FEDERAL Nº 097,Ciudad Autónoma de Bs.As.,Protocolo 21,2007.0,SEDAN 3 PUERTAS,MINI,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1949.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-14,2003-01-22,CAPITAL FEDERAL Nº 099,Ciudad Autónoma de Bs.As.,Protocolo 21,2003.0,PICK UP,CHEVROLET,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1918.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-21,2005-01-03,CAPITAL FEDERAL Nº 099,Ciudad Autónoma de Bs.As.,Protocolo 21,2005.0,PICK UP,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1918.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-28,2017-11-10,CAPITAL FEDERAL Nº 099,Ciudad Autónoma de Bs.As.,Protocolo 21,2017.0,SEDAN 5 PUERTAS,TOYOTA,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1918.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-24,2016-09-12,CAPITAL FEDERAL Nº 101,Ciudad Autónoma de Bs.As.,Protocolo 21,2016.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1978.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-03,2017-03-10,RIO TERCERO Nº 1,Córdoba,Importado,2017.0,SEDAN 4 PUERTAS,AUDI,Privado,Física,RÍO TERCERO,CORDOBA,Femenino,1952.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-12,2009-03-30,CORDOBA Nº 18,Córdoba,Nacional,2009.0,SEDAN 5 PTAS,PEUGEOT,Privado,Jurídica,CORDOBA,CORDOBA,No identificado,1968.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-26,2011-11-18,CORDOBA Nº 18,Córdoba,Protocolo 21,2011.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Jurídica,CORDOBA,CORDOBA,No identificado,1963.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-11,1994-10-24,CORDOBA Nº 20,Córdoba,Nacional,1994.0,SEDAN 4 PTAS,RENAULT,Privado,Física,CORDOBA,CORDOBA,Masculino,1963.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-03,2015-11-02,JESUS MARIA Nº 2,Córdoba,Nacional,2015.0,SEDAN 5 PUERTAS,RENAULT,Privado,Física,MALVINAS ARGENTINAS,CORDOBA,Masculino,1947.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-10,1992-09-01,RIO CEBALLOS,Córdoba,Nacional,1992.0,SEDAN 4 PTAS,RENAULT,Privado,Física,UNQUILLO,CORDOBA,Masculino,1982.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-14,2013-02-14,CORDOBA Nº 25,Córdoba,Protocolo 21,2013.0,SEDAN 4 PUERTAS,TOYOTA,Privado,Física,CORDOBA,CORDOBA,Masculino,1981.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-04,2014-01-10,CONCEPCION DEL URUGUAY Nº 2,Entre Ríos,Nacional,2014.0,SEDAN 4 PUERTAS,RENAULT,Privado,Física,C.DEL URUGUAY,ENTRE RIOS,Masculino,1975.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-18,2012-07-12,SANTA ROSA Nº 3,La Pampa,Protocolo 21,2012.0,SEDAN 5 PTAS,CHEVROLET,Privado,Física,SANTA ROSA,LA PAMPA,Masculino,1959.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-07,1993-08-02,MENDOZA Nº 06,Mendoza,Importado,1993.0,SEDAN 4 PUERTAS,FIAT,No declarado,Física,G. CRUZ MZA,MENDOZA,Femenino,1943.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-25,2010-10-29,ROSARIO Nº 11,Santa Fe,Nacional,2010.0,SEDAN 5 PTAS,CHEVROLET,Privado,Física,ROSARIO,SANTA FE,Masculino,1986.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-07-30,2000-10-27,CAPITAL FEDERAL Nº 073,Ciudad Autónoma de Bs.As.,Nacional,2001.0,SEDAN,CHEVROLET,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2001.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-07-25,2011-01-17,CAPITAL FEDERAL Nº 091,Ciudad Autónoma de Bs.As.,Nacional,2011.0,FURGON VID.C/ASIENTO,CITROEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1975.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-07-12,2009-09-03,ROSARIO Nº 10,Santa Fe,Nacional,2009.0,FURGON 600,PEUGEOT,Privado,Jurídica,ROSARIO,SANTA FE,No identificado,1959.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-07-03,1992-08-21,CHIVILCOY Nº 1,Buenos Aires,Importado,1992.0,SEDAN 3 PUERTAS,VOLKSWAGEN,Privado,Física,CHIVILCOY,BUENOS AIRES,Masculino,1991.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-07-15,1998-06-04,ESTEBAN ECHEVERRIA Nº 1,Buenos Aires,Nacional,1998.0,SEDAN 4 PTAS,FIAT,Privado,Física,MONTE GRANDE,BUENOS AIRES,No identificado,1961.0,URUGUAY,1
COMUNICACIÓN DE RECUPERO,2019-07-03,2015-12-15,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2015.0,SEDAN 5 PUERTAS,FORD,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
